language,file,channel,termid,term,ref_bt,ref_et,sys_bt,sys_et,sys_score,sys_decision,alignment
swahili,BABEL_OP2_202_29663_20131208_035816_inLine,1,KW202-00099,anataka kuniona,114.41,115.5000,114.43,115.515,0.504304934636,YES,CORR
swahili,BABEL_OP2_202_29663_20131208_035816_inLine,1,KW202-00099,anataka kuniona,115.50,116.4900,115.515,116.495,0.49221905739,YES,CORR
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00099,anataka kuniona,,,234.72,235.42,0.00160290232167,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_outLine,1,KW202-00099,anataka kuniona,,,424.42,425.29,0.00187310565245,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_inLine,1,KW202-00098,i swear,79.42,79.8000,79.395,79.82,0.105178165595,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00098,i swear,,,344.89,345.68,0.0117630215505,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00098,i swear,,,130.64,131.06,0.00192275899102,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00098,i swear,,,330.67,331.57,0.00063306282475,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,123.79,124.61,0.00115823785335,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,136.3,136.67,0.015686555441,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,363.295,363.78,0.0309424266381,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,429.93,430.27,0.00579919914203,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,431.4,431.75,0.0108623399145,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00098,i swear,,,492.58,492.83,0.00120099016653,YES,FA
swahili,BABEL_OP2_202_24290_20140219_000423_inLine,1,KW202-00098,i swear,,,361.46,363.16,0.00683681916352,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00098,i swear,,,220.33,220.69,0.00690745321117,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00098,i swear,,,504.07,505.86,0.022609474141,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_inLine,1,KW202-00098,i swear,,,83.43,83.85,0.0018054564876,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00098,i swear,,,0.22,2.33,0.00109439044306,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00098,i swear,,,188.36,188.95,0.000989965782417,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00098,i swear,,,184.69,185.05,0.00113269802757,YES,FA
swahili,BABEL_OP2_202_98311_20130109_195922_inLine,1,KW202-00098,i swear,,,264.195,264.605,0.00227074992137,YES,FA
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00098,i swear,,,235.5,235.87,0.0100583109499,YES,FA
swahili,BABEL_OP2_202_63084_20130801_014407_inLine,1,KW202-00098,i swear,,,16.5,17.31,0.00993748434721,YES,FA
swahili,BABEL_OP2_202_29633_20131009_175514_outLine,1,KW202-00098,i swear,,,315.86,316.16,0.00067138868568,YES,FA
swahili,BABEL_OP2_202_12635_20131101_213218_outLine,1,KW202-00098,i swear,,,132.32,132.94,0.000969997296057,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_inLine,1,KW202-00098,i swear,,,139.915,140.315,0.0103528515151,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00098,i swear,,,65.88,66.62,0.0113579155676,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00098,i swear,,,390.925,391.26,0.0507690844069,YES,FA
swahili,BABEL_OP2_202_55902_20140121_230205_inLine,1,KW202-00098,i swear,,,299.3,299.7,0.00138874653601,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00098,i swear,,,546.68,547.08,0.0126214919323,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00098,i swear,,,402.07,402.59,0.00351016947583,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00098,i swear,,,512.33,512.64,0.0703721871359,YES,FA
swahili,BABEL_OP2_202_10524_20131009_200043_outLine,1,KW202-00098,i swear,,,159.21,159.51,0.00608891419949,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00098,i swear,,,389.03,389.48,0.00103545345417,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00098,i swear,,,72.395,72.84,0.00222801287056,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00098,i swear,,,199.07,199.52,0.00492467502763,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_outLine,1,KW202-00098,i swear,,,582.79,583.14,0.00143548863527,YES,FA
swahili,BABEL_OP2_202_73819_20130911_163458_outLine,1,KW202-00098,i swear,,,325.15,325.63,0.0330575159476,YES,FA
swahili,BABEL_OP2_202_48844_20130108_190416_outLine,1,KW202-00098,i swear,,,497.15,497.58,0.00507875978624,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00098,i swear,,,18.78,19.13,0.123114040998,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00098,i swear,,,50.725,51.135,0.00484018698116,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00098,i swear,,,308.365,308.68,0.0632361382414,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_inLine,1,KW202-00098,i swear,,,345.91,346.87,0.0305342349241,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_outLine,1,KW202-00098,i swear,,,42.33,42.62,0.00358332484253,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_outLine,1,KW202-00098,i swear,,,45.31,45.715,0.00720675423648,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,280.9,281.28,0.0356887260924,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,85.3,85.6,0.0253995686962,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,320.725,321.115,0.00479122461706,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,385.14,385.75,0.0129566501717,YES,FA
swahili,BABEL_OP2_202_44309_20140220_184116_inLine,1,KW202-00098,i swear,,,429.19,429.46,0.00161865026166,YES,FA
swahili,BABEL_OP2_202_16249_20131202_232723_outLine,1,KW202-00098,i swear,,,172.48,172.9,0.00657835803125,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_inLine,1,KW202-00098,i swear,,,455.52,456.17,0.00498667116772,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_inLine,1,KW202-00098,i swear,,,208.63,209.07,0.00475202703721,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_inLine,1,KW202-00098,i swear,,,142.47,142.97,0.024034878029,YES,FA
swahili,BABEL_OP2_202_66177_20140201_213827_outLine,1,KW202-00098,i swear,,,212.62,213.2,0.00104437870789,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00098,i swear,,,274.01,274.23,0.00105672377741,YES,FA
swahili,BABEL_OP2_202_73301_20140226_185528_inLine,1,KW202-00098,i swear,,,246.53,247.07,0.00585164662654,YES,FA
swahili,BABEL_OP2_202_73301_20140226_185528_inLine,1,KW202-00098,i swear,,,401.1,401.56,0.00166682378755,YES,FA
swahili,BABEL_OP2_202_73301_20140226_185528_inLine,1,KW202-00098,i swear,,,27.58,28,0.0135362970476,YES,FA
swahili,BABEL_OP2_202_39893_20140115_023429_inLine,1,KW202-00098,i swear,,,356.57,356.88,0.0298923795203,YES,FA
swahili,BABEL_OP2_202_24239_20140206_191516_inLine,1,KW202-00098,i swear,,,507.16,507.79,0.00115766777373,YES,FA
