language,file,channel,termid,term,ref_bt,ref_et,sys_bt,sys_et,sys_score,sys_decision,alignment
swahili,BABEL_OP2_202_63084_20130801_015957_outLine,1,KW202-00040,eager kukam,236.41,237.0600,,,,,MISS
swahili,BABEL_OP2_202_45459_20131012_022245_inLine,1,KW202-00041,haukula,220.47,220.7900,,,,,MISS
swahili,BABEL_OP2_202_32287_20131207_203757_outLine,1,KW202-00041,haukula,,,127.53,127.95,1.77714428e-05,YES,FA
swahili,BABEL_OP2_202_33273_20130219_224915_inLine,1,KW202-00041,haukula,,,91.69,92.04,1.61338667e-05,YES,FA
swahili,BABEL_OP2_202_25085_20140219_185114_inLine,1,KW202-00041,haukula,,,310.5,311.1,9.35615099e-05,YES,FA
swahili,BABEL_OP2_202_63484_20140128_234153_outLine,1,KW202-00041,haukula,,,544.92,545.41,1.7708102e-05,YES,FA
swahili,BABEL_OP2_202_55902_20140121_230205_outLine,1,KW202-00041,haukula,,,527.4,527.76,1.3103132e-05,YES,FA
swahili,BABEL_OP2_202_75993_20140115_210258_inLine,1,KW202-00041,haukula,,,18.52,18.99,0.000200923823,YES,FA
swahili,BABEL_OP2_202_55106_20131215_030617_outLine,1,KW202-00041,haukula,,,378.82,379.39,2.4400053e-05,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_outLine,1,KW202-00041,haukula,,,456.39,456.85,1.85403132e-05,YES,FA
swahili,BABEL_OP2_202_25242_20131203_015232_outLine,1,KW202-00041,haukula,,,430.19,430.81,9.90031695e-05,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00041,haukula,,,341.93,342.32,1.22395186e-05,YES,FA
swahili,BABEL_OP2_202_17115_20140218_210921_outLine,1,KW202-00041,haukula,,,170.15,170.68,0.000107613669,YES,FA
swahili,BABEL_OP2_202_34197_20121228_201800_inLine,1,KW202-00041,haukula,,,128.34,128.63,0.000649890513,YES,FA
swahili,BABEL_OP2_202_59549_20131003_204655_inLine,1,KW202-00041,haukula,,,160.31,160.69,3.68022556e-05,YES,FA
swahili,BABEL_OP2_202_59549_20131003_204655_inLine,1,KW202-00041,haukula,,,197.76,198.51,1.80835887e-05,YES,FA
swahili,BABEL_OP2_202_59549_20131003_204655_inLine,1,KW202-00041,haukula,,,240.99,241.39,1.0982415e-05,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_inLine,1,KW202-00041,haukula,,,228.83,229.25,0.00014961604,YES,FA
swahili,BABEL_OP2_202_59549_20131003_203701_inLine,1,KW202-00041,haukula,,,230.35,230.88,0.00466291606,YES,FA
swahili,BABEL_OP2_202_12635_20131101_212012_outLine,1,KW202-00041,haukula,,,191.0,191.3,9.30290771e-05,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_outLine,1,KW202-00041,haukula,,,386.53,387.05,0.000431443914,YES,FA
swahili,BABEL_OP2_202_53957_20131031_012125_inLine,1,KW202-00041,haukula,,,577.63,578.1,1.3055811e-05,YES,FA
swahili,BABEL_OP2_202_76756_20130417_210400_outLine,1,KW202-00041,haukula,,,276.82,277.66,0.00304231932,YES,FA
swahili,BABEL_OP2_202_29663_20131208_035816_inLine,1,KW202-00099,anataka kuniona,115.50,116.4900,115.52,116.49,0.6550764145,YES,CORR
swahili,BABEL_OP2_202_29663_20131208_035816_inLine,1,KW202-00099,anataka kuniona,114.41,115.5000,114.43,115.52,0.998420062,YES,CORR
swahili,BABEL_OP2_202_44309_20140220_184116_outLine,1,KW202-00099,anataka kuniona,,,424.42,425.29,0.003645408435,YES,FA
swahili,BABEL_OP2_202_47405_20131215_233528_inLine,1,KW202-00098,i swear,79.42,79.8000,79.4,79.82,0.00756341638,YES,CORR
swahili,BABEL_OP2_202_18766_20140218_222017_outLine,1,KW202-00098,i swear,,,344.89,345.68,0.000398077274,YES,FA
swahili,BABEL_OP2_202_27478_20140209_224101_outLine,1,KW202-00098,i swear,,,181.6,182.33,5.87889081e-05,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_inLine,1,KW202-00098,i swear,,,130.64,131.06,6.50688817e-05,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,123.79,124.6,4.458726655e-05,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,363.29,363.755,0.0004924475725,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,429.93,430.27,0.000196253095,YES,FA
swahili,BABEL_OP2_202_66822_20130219_225918_outLine,1,KW202-00098,i swear,,,431.39,431.76,0.0002401617129,YES,FA
swahili,BABEL_OP2_202_92740_20130923_235638_outLine,1,KW202-00098,i swear,,,492.58,492.83,4.06432046e-05,YES,FA
swahili,BABEL_OP2_202_24290_20140219_000423_inLine,1,KW202-00098,i swear,,,361.46,363.15,0.0001903750015,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00098,i swear,,,220.305,220.695,0.00013836123615,YES,FA
swahili,BABEL_OP2_202_54046_20140121_184347_inLine,1,KW202-00098,i swear,,,504.07,505.86,0.000765136559,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_inLine,1,KW202-00098,i swear,,,18.08,18.48,2.1783404e-05,YES,FA
swahili,BABEL_OP2_202_73258_20130215_190454_inLine,1,KW202-00098,i swear,,,83.43,83.85,6.10991992e-05,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00098,i swear,,,0.22,2.33,3.70357193e-05,YES,FA
swahili,BABEL_OP2_202_77990_20131007_063102_outLine,1,KW202-00098,i swear,,,188.36,188.95,3.35018412e-05,YES,FA
swahili,BABEL_OP2_202_98311_20130109_195922_inLine,1,KW202-00098,i swear,,,264.16,264.61,0.000114856128,YES,FA
swahili,BABEL_OP2_202_73819_20130911_163458_inLine,1,KW202-00098,i swear,,,235.5,235.87,0.000340387458,YES,FA
swahili,BABEL_OP2_202_84177_20131208_021104_inLine,1,KW202-00098,i swear,,,139.9,140.32,0.000383883162,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00098,i swear,,,65.87,66.32,0.000758068229,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00098,i swear,,,65.88,66.62,0.000384367915,YES,FA
swahili,BABEL_OP2_202_63336_20140129_004138_inLine,1,KW202-00098,i swear,,,390.895,391.27,0.0037155272135,YES,FA
swahili,BABEL_OP2_202_12635_20131101_213218_outLine,1,KW202-00098,i swear,,,132.32,132.94,3.28260794e-05,YES,FA
swahili,BABEL_OP2_202_55902_20140121_230205_inLine,1,KW202-00098,i swear,,,299.3,299.7,4.69971455e-05,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_outLine,1,KW202-00098,i swear,,,546.68,547.08,0.000427129125,YES,FA
swahili,BABEL_OP2_202_18766_20140218_222017_inLine,1,KW202-00098,i swear,,,402.07,402.52,5.35940708e-05,YES,FA
swahili,BABEL_OP2_202_10524_20131009_200043_outLine,1,KW202-00098,i swear,,,159.21,159.51,0.000206057462,YES,FA
swahili,BABEL_OP2_202_52265_20140123_235252_inLine,1,KW202-00098,i swear,,,389.03,389.48,3.50412083e-05,YES,FA
swahili,BABEL_OP2_202_69964_20131012_170534_inLine,1,KW202-00098,i swear,,,72.4,72.84,9.19921586e-05,YES,FA
swahili,BABEL_OP2_202_68384_20131031_003533_inLine,1,KW202-00098,i swear,,,199.07,199.52,0.000166657963,YES,FA
swahili,BABEL_OP2_202_55042_20131217_033729_outLine,1,KW202-00098,i swear,,,582.79,583.14,4.85789642e-05,YES,FA
